arcos_all_washpost_shuf5000
REPORTER_DEA_NO,REPORTER_BUS_ACT,REPORTER_NAME,REPORTER_ADDL_CO_INFO,REPORTER_ADDRESS1,REPORTER_ADDRESS2,REPORTER_CITY,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY,BUYER_DEA_NO,BUYER_BUS_ACT,BUYER_NAME,BUYER_ADDL_CO_INFO,BUYER_ADDRESS1,BUYER_ADDRESS2,BUYER_CITY,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,TRANSACTION_CODE,DRUG_CODE,NDC_NO,DRUG_NAME,QUANTITY,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_DATE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,TRANSACTION_ID,Product_Name,Ingredient_Name,Measure,MME_Conversion_Factor,Combined_Labeler_Name,Revised_Company_Name,Reporter_family,dos_str
RW0347496,DISTRIBUTOR,WALGREEN CO.,null,DBA: WALGREENS,101 ALLIANCE PARKWAY,WILLIAMSTON,SC,29697,ANDERSON,BW6460884,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 05098,955 N STATE ST,null,JACKSON,MS,39202,HINDS,S,9193,591050301,HYDROCODONE,1.0,null,null,null,null,null,3062012,0.6054,100.0,4195,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,10.0
RW0191926,DISTRIBUTOR,CARDINAL HEALTH,null,7601 N.E. GARDNER AVENUE,null,KANSAS CITY,MO,64120,JACKSON,AK8517508,CHAIN PHARMACY,K MART PHARMACY #7193,null,1930 E KEARNEY STREET,null,SPRINGFIELD,MO,65803,GREENE,S,9193,406036601,HYDROCODONE,1.0,null,null,null,null,0,8312007,0.45405,100.0,708032747,HYDROCODONE BIT/ACETA 7.5MG/325MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,7.5
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR6275413,CHAIN PHARMACY,"RITE AID OF MARYLAND, INC.",RITE AID #4912,21 DENTON PLAZA,null,DENTON,MD,21629,CAROLINE,S,9143,406051201,OXYCODONE,6.0,null,null,65863812,null,null,3132007,2.6895,600.0,703010537,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
RC0238104,DISTRIBUTOR,CARDINAL HEALTH,null,2512 WESTCOTT BLVD,null,KNOXVILLE,TN,37931,KNOX,BT5676715,RETAIL PHARMACY,THE MEDICINE SHOPPE,# 1536,1756 HIGHWAY 48,null,CLARKSVILLE,TN,37040,MONTGOMERY,S,9143,591082401,OXYCODONE,1.0,null,null,81988319,null,0,8272008,0.672375,100.0,808039525,"OXYCODONE.HCL/APAP TABLETS, 7.5MG/50",OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",Cardinal Health,7.5
RA0289000,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,9900 J.E.B. STUART PARKWAY,null,GLEN ALLEN,VA,23059,HENRICO,FR0283135,RETAIL PHARMACY,ROCKY MOUNT FAMILY PHARMACY,null,1165 FRANKLIN STREET,null,ROCKY MOUNT,VA,24151,FRANKLIN,S,9143,591082501,OXYCODONE,1.0,null,null,10X000260,null,null,3082010,0.8965,100.0,7362,OXYCODONE.HCL 10MG / APAP 650MG TABL,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",AmerisourceBergen Drug,10.0
RA0314562,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,6305 LASALLE DR,null,LOCKBOURNE,OH,43137,FRANKLIN,AT2752497,RETAIL PHARMACY,THE MEDICINE CHEST,null,6245 OHIO RIVER ROAD,null,LESAGE,WV,25537,CABELL,S,9143,406052301,OXYCODONE,2.0,null,null,80247408,null,null,4072008,1.7930000000000000,200.0,25197,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,AmerisourceBergen Drug,10.0
RW0263056,DISTRIBUTOR,CARDINAL HEALTH,null,600 N 83RD AVE,null,TOLLESON,AZ,85353,MARICOPA,AS2320909,CHAIN PHARMACY,SMITH'S FOOD & DRUG CENTERS,null,DBA: SMITH'S PHARMACY #381,830 SOUTH BOULDER HIGHWAY,HENDERSON,NV,89015,CLARK,S,9143,406051201,OXYCODONE,6.0,null,null,113691188,null,null,8092011,2.6895,600.0,1108013800,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
RS0204898,MANUFACTURER,SOUTHWOOD PHARMACEUTICALS INC,null,60 EMPIRE DRIVE,null,LAKE FOREST,CA,92630,ORANGE,BG9331769,PRACTITIONER,"GEIGER, MITCHELL",null,999 N. TUSTIN,STE#114,SANTA ANA,CA,92705,ORANGE,S,9193,58016027650,HYDROCODONE,10.0,null,null,null,null,null,2072006,1.5135,500.0,1037,HYDROCOD.BIT 5MG/APAP 500MG TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,null,null,Southwood Pharmaceuticals Inc,5.0
PS0001723,DISTRIBUTOR,SMITH DRUG COMPANY,null,DIVISION JM SMITH CORP,9098 FAIRFOREST ROAD,SPARTANBURG,SC,29301,SPARTANBURG,BL9569762,RETAIL PHARMACY,LEE'S TOTAL HEALTH AT MIDDLE CREEK,null,1024 MIDDLE CREEK RD,SUITE #1,SEVIERVILLE,TN,37862,SEVIER,S,9143,52152021502,OXYCODONE,2.0,null,null,10X000043,null,null,3092010,5.379,200.0,1003056541,OXYCODONE HYDROCHLORIDE USP 30MG TAB,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",Smith Drug Company,30.0
RA0310603,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,1325 WEST STRIKER AVE,null,SACRAMENTO,CA,95834,SACRAMENTO,FL1166087,CHAIN PHARMACY,"LONGS DRUG STORES CALIFORNIA, L.L.C.",DBA: CVS/PHARMACY  # 09262,222 SARATOGA AVE,null,SANTA CLARA,CA,95050,SANTA CLARA,S,9193,406035705,HYDROCODONE,1.0,null,null,null,null,null,7312010,1.5135,500.0,32366,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,AmerisourceBergen Drug,5.0
RW0191813,DISTRIBUTOR,CARDINAL HEALTH,null,"801 C STREET NW, SUITE B",null,AUBURN,WA,98001,KING,AF8486513,CHAIN PHARMACY,FRED MEYER,null,CLACKAMAS STORE,16301 S E 82ND DRIVE,CLACKAMAS,OR,97015,CLACKAMAS,S,9143,60951070070,OXYCODONE,1.0,null,null,103352402,null,0,8022010,0.672375,100.0,1008000453,ENDOCET - 7.5MG OXYCODONE.HCL/325MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Cardinal Health,7.5
RR0236073,DISTRIBUTOR,RITE AID MID-ATLANTIC,null,CUSTOMER SUPPORT CENTER,601 CHELSEA ROAD,ABERDEEN,MD,21001,HARFORD,AR2986896,CHAIN PHARMACY,"RITE AID OF WEST VIRGINIA, INC.",RITE AID #1562,1301 WASHINGTON STREET EAST,null,CHARLESTON,WV,25301,KANAWHA,S,9193,406035705,HYDROCODONE,1.0,null,null,null,null,null,10022006,1.5135,500.0,259,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Rite Aid,5.0
RC0182080,DISTRIBUTOR,CARDINAL HEALTH,null,2045 INTERSTATE DRIVE,null,LAKELAND,FL,33805,POLK,BC5289497,CHAIN PHARMACY,"HOLIDAY CVS, L.L.C.",DBA: CVS/PHARMACY  # 00426,150 W CAMINO REAL,null,BOCA RATON,FL,33432,PALM BEACH,S,9143,406853001,OXYCODONE,9.0,null,null,84142246,null,0,1052009,24.2055,900.0,901007439,OXYCODONE HYDROCHLORIDE 30MG TABLET,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,30.0
RA0253877,DISTRIBUTOR,ADVANTAGE LOGISTICS,null,533 NORTH MALLICK ROAD,null,OGLESBY,IL,61348,LA SALLE,BA3447023,CHAIN PHARMACY,NEW ALBERTSONS INC,null,DBA SAV-ON PHARMACY #485,"19500 HIGHWAY 99, SUITE 110",LYNNWOOD,WA,98036,SNOHOMISH,S,9143,406055201,OXYCODONE,10.0,null,null,12X157448,null,1000,8222012,4.4825,1000.0,711919,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Advantage Logistics,5.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BC7813353,CHAIN PHARMACY,COSTCO WHOLESALE CORPORATION,DBA COSTCO PHARMACY #340,3102 PLANK ROAD,null,FREDERICKSBURG,VA,22407,SPOTSYLVANIA,S,9143,93003301,OXYCODONE,3.0,null,null,64953064,null,null,8172007,21.516,300.0,708006052,OXYCODONE HYDROCHLORIDE - ER - 80MG/,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Teva Pharmaceuticals USA, Inc.",Teva,McKesson Corporation,80.0
PR0040357,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO,2975 EVERGREEN DR,DULUTH,GA,30096,GWINNETT,FC0422131,CHAIN PHARMACY,COSTCO WHOLESALE CORPORATION,DBA COSTCO PHARMACY #1005,1021 WOODRUFF ROAD,null,GREENVILLE,SC,29607,GREENVILLE,S,9193,406036101,HYDROCODONE,2.0,null,null,null,null,null,7142010,1.2108,200.0,1007010680,HYDROCODO.BIT 10MG&AC USP TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,10.0
PL0184933,DISTRIBUTOR,LOUISIANA WHOLESALE DRUG CO,null,2085 I-49 SOUTH SERVICE ROAD,null,SUNSET,LA,70584,SAINT LANDRY,BM6254091,RETAIL PHARMACY,MEDICAP PHARMACY,null,822 N. BURNSIDE,null,GONZALES,LA,70737,ASCENSION,S,9193,591054005,HYDROCODONE,8.0,null,null,null,null,0,8252006,24.216000000000000,4000.0,7315,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Louisiana Wholesale Drug Co,10.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BW7827047,CHAIN PHARMACY,WAL-MART PHARMACY 10-3265,null,2601 GEORGE WASHINGTON MEM.,null,YORKTOWN,VA,23693,YORK,S,9193,61570008101,HYDROCODONE,1.0,null,null,null,null,null,12072011,0.3027,100.0,1112074248,TUSSIGON 5MG HYD.BIT&HOMA MBR 1.5MG/,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Pfizer Laboratories Div Pfizer Inc,Pfizer Laboratories Div Pfizer Inc,McKesson Corporation,5.0
RW0294493,DISTRIBUTOR,WALGREEN CO,null,28727 OREGON ROAD,ATTN: C II MANAGER,PERRYSBURG,OH,43551,WOOD,FW0542034,CHAIN PHARMACY,WALGREEN CO.,DBA:  WALGREENS #11158,1090 NORTHVIEW DR.,null,HILLSBORO,OH,45133,HIGHLAND,S,9143,10702005601,OXYCODONE,1.0,null,null,124960468,null,null,12192012,0.8965,100.0,389296,OXYCODONE HCI 10MG TABLETS USP,OXYCODONE HYDROCHLORIDE,TAB,1.5,"KVK-Tech, Inc.","KVK-Tech, Inc.",Walgreen Co,10.0
RW0282145,DISTRIBUTOR,WAL-MART PHARMACY WHSE #45,null,2250 NORTH 8TH STREET,SUITE 102-A,ROGERS,AR,72756,BENTON,BS7853876,CHAIN PHARMACY,SAM'S PHARMACY 10-6684,null,4949 S 900 WEST STREET,null,RIVERDALE,UT,84405,WEBER,S,9143,60951079770,OXYCODONE,1.0,null,null,72898318,null,null,1022008,0.8965,100.0,801052026,ENDOCET TABS - 10MG OXYCODONE.HCL &,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Wal-Mart,10.0
RC0221236,DISTRIBUTOR,CARDINAL HEALTH,null,1240 GLUCKSTADT ROAD,null,MADISON,MS,39110,MADISON,BA9842445,RETAIL PHARMACY,AHSSHC,DBA RX PLUS PHARMACY,582 MONROE ROAD,SUITE 1412,SANFORD,FL,32771,SEMINOLE,S,9143,58177044604,OXYCODONE,1.0,null,null,08XJ00137,null,0,8162008,2.6895,100.0,808048496,OXYCODONE HCL 30MG IR TABS,OXYCODONE HYDROCHLORIDE,TAB,1.5,Ethex Corporation,"AMAG Pharmaceuticals, Inc.",Cardinal Health,30.0
PS0001723,DISTRIBUTOR,SMITH DRUG COMPANY,null,DIVISION JM SMITH CORP,9098 FAIRFOREST ROAD,SPARTANBURG,SC,29301,SPARTANBURG,BP8904686,RETAIL PHARMACY,PALMETTO PHARMACY ENTERPRISES,null,810 E ELM STREET,PO BOX 853,HAMPTON,SC,29924,HAMPTON,S,9193,603388328,HYDROCODONE,1.0,null,null,null,null,null,8102007,2.27025,500.0,709121363,HYDROCOD.BIT 7.5 TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Smith Drug Company,7.5
RW0282145,DISTRIBUTOR,WAL-MART PHARMACY WHSE #45,null,2250 NORTH 8TH STREET,SUITE 102-A,ROGERS,AR,72756,BENTON,BW5373573,CHAIN PHARMACY,WAL-MART PHARMACY 10-1424,null,671 SOUTHPARK BLVD,null,COLONIAL HEIGHTS,VA,23834,COLONIAL HEIGHTS CITY,S,9143,68774016101,OXYCODONE,1.0,null,null,71748336,null,null,7262007,0.8965,100.0,707067372,OXYCODONE.HCL ER 10MG TABS,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Wal-Mart,10.0
RH0162494,DISTRIBUTOR,HENRY SCHEIN INC,null,5315 WEST 74TH STREET,null,INDIANAPOLIS,IN,46268,MARION,AT9103994,PRACTITIONER,"THOMPSON, MARK A DVM",null,11N250 N. GALE ST,null,ELGIN,IL,60123,KANE,S,9193,52152014002,HYDROCODONE,2.0,null,null,null,null,null,6282006,0.6054,200.0,3357,HYDROCOD.BIT. 5MG/HOMATROPINE.METHYL,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Henry Schein Inc,5.0
RA0291170,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,1085 N. SATELLITE BLVD,null,SUWANEE,GA,30024,GWINNETT,BM5181386,RETAIL PHARMACY,MEDICAL CENTER PHARMACY,null,2202 FLEMING ST,null,VALDOSTA,GA,31602,LOWNDES,S,9193,591034901,HYDROCODONE,1.0,null,null,null,null,null,9142009,0.3027,100.0,16604,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",AmerisourceBergen Drug,5.0
RW0282145,DISTRIBUTOR,WAL-MART PHARMACY WHSE #45,null,2250 NORTH 8TH STREET,SUITE 102-A,ROGERS,AR,72756,BENTON,FW3247485,CHAIN PHARMACY,WAL-MART PHARMACY 10-3030,null,3850 N 124TH ST.,null,WAUWATOSA,WI,53222,MILWAUKEE,S,9143,228287811,OXYCODONE,2.0,null,null,123021376,null,null,7112012,2.6895,200.0,1207040059,"OXYCODONE HCL 15MG TABLETS, 100 CT",OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",Wal-Mart,15.0
RW0308216,DISTRIBUTOR,WALGREEN CO,null,DBA: WALGREENS,17500 PERRIS BLVD,MORENO VALLEY,CA,92551,RIVERSIDE,AW5732119,CHAIN PHARMACY,WALGREEN ARIZONA DRUG CO.,DBA: WALGREENS # 04045,4685 E GRANT RD,null,TUCSON,AZ,85712,PIMA,S,9193,591085305,HYDROCODONE,1.0,null,null,null,null,null,12052012,3.0270000000000000,500.0,5620,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,10.0
PR0205559,DISTRIBUTOR,"CVS TN DISTRIBUTION, LLC",null,10017 KINGSTON PIKE,null,KNOXVILLE,TN,37922,KNOX,FS1015355,CHAIN PHARMACY,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",DBA: CVS/PHARMACY  # 04693,1504 BLUE RIDGE BLVD,null,SENECA,SC,29672,OCONEE,S,9193,406035705,HYDROCODONE,1.0,null,null,null,null,null,10062009,1.5135,500.0,66845,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,CVS,5.0
PK0132706,DISTRIBUTOR,KAISER FOUNDATION HOSPITALS,null,9521 DALEN ST,null,DOWNEY,CA,90242,LOS ANGELES,AK7935666,RETAIL PHARMACY,KAISER FDN HEALTH PLAN INC,null,DBA KAISER-PERMANENTE PHARMACY #557,1249 SUNSET AVE,WEST COVINA,CA,91790,LOS ANGELES,S,9193,603388121,HYDROCODONE,24.0,null,null,null,null,null,6142007,7.2648,2400.0,1852,HYDROCODONE.BIT. & ACETA  5MG & 500M,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Kaiser Permanente,5.0
RE0357461,DISTRIBUTOR,ECKERD CORPORATION,RITE AID ATLANTA DISTRIBUTION CENTER #52,36 HERRING ROAD,null,NEWNAN,GA,30265,COWETA,BR5282986,CHAIN PHARMACY,RITE AID PHARMACY #11722,null,635 HOLCOMB BRIDGE ROAD,null,ROSWELL,GA,30076,FULTON,S,9193,406035705,HYDROCODONE,1.0,null,null,null,null,null,5082008,1.5135,500.0,1902,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Eckerd Corporation,5.0
RW0199908,DISTRIBUTOR,WAL-MART PHCY WAREHOUSE #46,null,11121 ELLIOT PLACE,null,WILLIAMSPORT,MD,21795,WASHINGTON,BW8095463,CHAIN PHARMACY,WAL-MART PHARMACY 10-2915,null,3990 NESCONSET HWY,null,EAST SETAUKET,NY,11733,SUFFOLK,S,9193,53746014501,HYDROCODONE,1.0,null,null,null,null,null,3132008,0.45405,100.0,803001164,HYDROCODONE/IBUPROFEN 7.5MG/200MG TA,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Amneal Pharmaceuticals LLC,"Amneal Pharmaceuticals, Inc.",Wal-Mart,7.5
PF0000012,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,9501 NORWALK BLVD,SANTA FE SPRINGS,CA,90670,LOS ANGELES,BA2586189,CHAIN PHARMACY,"GARFIELD BEACH CVS, L.L.C.",DBA: CVS/PHARMACY  # 09667,300 SOUTH DIAMOND BAR BOULEVARD,null,DIAMOND BAR,CA,91765,LOS ANGELES,S,9143,406851501,OXYCODONE,2.0,null,null,55313123,null,null,2102006,2.6895,200.0,602018543,OXYCODONE HYDROCHLORIDE 15MG TABLETS,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,15.0
RA0290837,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,"1825 S. 43RD AVE, STE B",null,PHOENIX,AZ,85009,MARICOPA,BT7732313,RETAIL PHARMACY,DEL NORTE PHARMACY OF RATON (TURQUOISE LTD),null,955 S 2ND STREET,null,RATON,NM,87740,COLFAX,S,9143,406052301,OXYCODONE,2.0,null,null,12X000047,null,null,12302012,1.7930000000000000,200.0,12619,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,AmerisourceBergen Drug,10.0
RC0275467,DISTRIBUTOR,"CVS PHARMACY, INC",null,800 CVS DRIVE,null,ENNIS,TX,75119,ELLIS,BC5351488,CHAIN PHARMACY,"CVS PHARMACY, INC.",DBA: CVS/PHARMACY  # 07440,17410 MARSH LN,null,DALLAS,TX,75287,COLLIN,S,9193,406036005,HYDROCODONE,1.0,null,null,null,null,null,8242010,2.27025,500.0,19645,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,CVS,7.5
RW0282145,DISTRIBUTOR,WAL-MART PHARMACY WHSE #45,null,2250 NORTH 8TH STREET,SUITE 102-A,ROGERS,AR,72756,BENTON,BW5505978,CHAIN PHARMACY,WAL-MART PHARMACY 10-1353,null,5110 JEFFERSON HWY,null,HARAHAN,LA,70123,JEFFERSON,S,9143,406058201,OXYCODONE,1.0,null,null,61566073,null,null,12192006,0.672375,100.0,612003097,OXYCODONE AND ACETA 7.5MG / 500MG TA,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Wal-Mart,7.5
RW0279996,DISTRIBUTOR,CARDINAL HEALTH,null,851 HENRIETTA CREEK ROAD,null,ROANOKE,TX,76262,DENTON,AR8073924,RETAIL PHARMACY,"R AND S DRUG STORES, INC",STORE #3,1507 HIGHWAY 81 NORTH,null,DUNCAN,OK,73533,STEPHENS,S,9193,591034905,HYDROCODONE,2.0,null,null,null,null,0,7312007,3.0270000000000000,1000.0,707029341,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Cardinal Health,5.0
PW0186785,DISTRIBUTOR,WAL-MART PHARM WAREHOUSE #1,null,2252 NORTH 8TH STREET,null,ROGERS,AR,72756,BENTON,BW4650316,CHAIN PHARMACY,WAL-MART PHARMACY 10-2428,null,1701 SOUTH KANSAS AVENUE,null,NEWTON,KS,67114,HARVEY,S,9193,406036601,HYDROCODONE,1.0,null,null,null,null,null,3032009,0.45405,100.0,903035497,HYDROCODONE BIT/ACETA 7.5MG/325MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wal-Mart,7.5
PH0035964,DISTRIBUTOR,H D SMITH WHOLESALE DRUG CO,null,4650 INDUSTRIAL DR,null,SPRINGFIELD,IL,62703,SANGAMON,FK0983280,RETAIL PHARMACY,KILGORE'S MEDICAL PHARMACY,KILGORE INC,700 N. PROVIDENCE RD,null,COLUMBIA,MO,65203,BOONE,S,9193,53746010905,HYDROCODONE,1.0,null,null,null,null,null,11272012,1.5135,500.0,6858,HYDROCODONE BIT./ACETAMINOPHEN TABS.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Amneal Pharmaceuticals LLC,"Amneal Pharmaceuticals, Inc.",H. D. Smith,5.0
RC0238104,DISTRIBUTOR,CARDINAL HEALTH,null,2512 WESTCOTT BLVD,null,KNOXVILLE,TN,37931,KNOX,AM2139120,RETAIL PHARMACY,MEDICINE SHOPPE,null,900 EAST MT VERNON ST,null,SOMERSET,KY,42501,PULASKI,S,9143,53746020401,OXYCODONE,12.0,null,null,12X000048,null,null,4242012,10.758,1200.0,1204072273,OXYCODONE HCL/ACETAMINOPHEN TABS 10M,OXYCODONE HYDROCHLORIDE,TAB,1.5,Amneal Pharmaceuticals LLC,"Amneal Pharmaceuticals, Inc.",Cardinal Health,10.0
RW0294493,DISTRIBUTOR,WALGREEN CO,null,28727 OREGON ROAD,ATTN: C II MANAGER,PERRYSBURG,OH,43551,WOOD,BW7005576,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 05786,4889 SAUK TRAIL,null,RICHTON PARK,IL,60471,COOK,S,9193,93516101,HYDROCODONE,1.0,null,null,null,null,0,1042006,0.45405,100.0,14034,HYDROCODONE BIT./IBUPROFEN;7.5MG & 2,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Teva Pharmaceuticals USA, Inc.",Teva,Walgreen Co,7.5
RA0336924,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP.,null,5100 JAINDL BLVD.,null,BETHLEHEM,PA,18017,NORTHAMPTON,BP6767694,RETAIL PHARMACY,PROSPECT AVE PHARMACY,LONGWOOD PHARMACY,993 PROSPECT AVE,null,BRONX,NY,10459,BRONX,S,9143,60951071270,OXYCODONE,1.0,null,null,10X000002,null,null,5062010,0.8965,100.0,31513,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",AmerisourceBergen Drug,10.0
PW0186785,DISTRIBUTOR,WAL-MART PHARM WAREHOUSE #1,null,2252 NORTH 8TH STREET,null,ROGERS,AR,72756,BENTON,BW6967547,CHAIN PHARMACY,WAL-MART PHARMACY 10-2855,null,16100 W 65TH STREET,null,SHAWNEE,KS,66217,JOHNSON,S,9193,53746010901,HYDROCODONE,3.0,null,null,null,null,null,7052010,0.9081,300.0,1007076921,HYDROCODONE BIT./ACETAMINOPHEN TABS.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Amneal Pharmaceuticals LLC,"Amneal Pharmaceuticals, Inc.",Wal-Mart,5.0
PW0186785,DISTRIBUTOR,WAL-MART PHARM WAREHOUSE #1,null,2252 NORTH 8TH STREET,null,ROGERS,AR,72756,BENTON,BW5496953,CHAIN PHARMACY,WAL-MART PHARMACY 10-0825,null,1283 US HIGHWAY 27 NORTH,null,STANFORD,KY,40484,LINCOLN,S,9193,406036501,HYDROCODONE,1.0,null,null,null,null,null,2012008,0.3027,100.0,802041437,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wal-Mart,5.0
RW0281953,DISTRIBUTOR,WALGREEN CO,null,710 OVILLA ROAD,null,WAXAHACHIE,TX,75167,ELLIS,BW8853168,CHAIN PHARMACY,"WALGREEN LOUISIANA CO., INC.",DBA: WALGREENS # 02469,220 W ESPLANADE AVE,null,KENNER,LA,70065,JEFFERSON,S,9193,591050301,HYDROCODONE,2.0,null,null,null,null,null,5172012,1.2108,200.0,1914,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,10.0
